PROLIFIC_PID,overall_accuracy,practice_accuracy,max_consecutive_identical,percent_fast_trials,rt_sd,percent_missing_AD0,percent_missing_AD50,percent_missing_AD100,percent_missing_AD150,time_taken_minutes,negative_slope,large_angle_accuracy,excluded,exclusion_reason,n_excluded_trials_too_fast,n_excluded_trials_too_slow,n_excluded_trials_outlier
5e968e6744b6d010b16540a4,0.9052631578947369,0.9090909090909091,4,0.0,1.25681860489058,0.0,0.0,0.0,0.0,38.6,False,0.8723404255319149,False,,0,0,2
6612a3d099bbffc5cc1eebff,0.5208333333333334,0.5089820359281437,6,0.0,0.6819702763811079,0.0,0.0,0.0,0.0,42.45,False,0.4791666666666667,True,Overall accuracy < 60%,0,0,0
673a37f0ad04c995c8322ca6,1.0,0.9,3,0.0,1.461434651503755,0.0,0.0,0.0,0.0,33.6,False,1.0,False,,0,0,2
66f8367b5310ebb97346b93c,0.8947368421052632,0.5666666666666667,4,0.0,0.9711501318794619,0.0,0.0,0.0,0.0,35.31666666666667,False,0.8936170212765957,False,,0,0,3
610341bbc7f7114aea9a2cea,0.851063829787234,0.75,6,0.0,1.4930368775677967,0.0,0.0,0.0,0.0,31.98333333333333,False,0.8043478260869565,False,,0,0,0
671eff2e0b8f048504452726,0.5208333333333334,0.5915492957746479,18,0.0,1.319830714699357,0.0,0.0,0.0,0.0,38.16666666666666,False,0.5208333333333334,True,Overall accuracy < 60%; Identical responses for > 8 consecutive trials,0,0,0
673e759016f888e8212c0c1f,0.90625,0.782608695652174,4,0.0,0.7725032325764137,0.0,0.0,0.0,0.0,31.25,False,0.8958333333333334,False,,0,0,2
6705779b28e9a54f7b3b3535,0.5729166666666666,0.40336134453781514,5,0.0,1.27110155497043,0.0,0.0,0.0,0.0,29.08333333333333,False,0.5625,True,Overall accuracy < 60%; Practice accuracy < 50%,0,0,0
678e5e240021ccd474206641,0.5666666666666667,0.6363636363636364,9,1.1111111111111112,1.584505143607493,0.0,0.0,0.0,0.0,62.516666666666666,False,0.5333333333333333,True,Overall accuracy < 60%; Identical responses for > 8 consecutive trials,0,0,0
6646abc0720d1baaa7e0af4c,0.5368421052631579,0.7083333333333334,11,0.0,1.216874234541947,0.0,0.0,0.0,0.0,28.516666666666666,False,0.5531914893617021,True,Overall accuracy < 60%; Identical responses for > 8 consecutive trials,0,0,0
67851f4cba98f2087f182764,0.44680851063829785,0.43859649122807015,7,0.0,1.2277180575136697,0.0,0.0,0.0,0.0,57.15,False,0.40425531914893614,True,Overall accuracy < 60%; Practice accuracy < 50%,0,0,0
664ba1d1d71301161344e2a5,0.22105263157894736,0.5555555555555556,7,1.0526315789473684,1.5375254480130707,0.0,0.0,0.0,0.0,29.85,False,0.2708333333333333,True,Overall accuracy < 60%,0,0,0
